ID,Type,Case,Floor,N_i,Vy_i,Vz_i,T_i,My_i,Mz_i,N_j,Vy_j,Vz_j,T_j,My_j,Mz_j
E1_186,viga,C2,CIELO_3,0.2769424960903311,-0.1017383377433356,-0.2911530370178061,0.390791083464615,1.6053934365647868,0.11266090923918376,-0.2769424960903311,0.1017383377433356,0.2911530370178061,-0.390791083464615,-0.8920684958711611,-0.36191983671035627
E1_186,viga,C3,CIELO_3,0.2769424960903311,-0.1017383377433356,-0.2911530370178061,0.390791083464615,1.6053934365647868,0.11266090923918376,-0.2769424960903311,0.1017383377433356,0.2911530370178061,-0.390791083464615,-0.8920684958711611,-0.36191983671035627
E1_187,viga,C1,CIELO_3,-2.6896806049324646,-0.561874608463292,-0.9555169180810259,0.2188593415931299,-1.478878944065134,-0.16416911821450897,2.6896806049324646,0.561874608463292,0.9555169180810259,-0.2188593415931299,3.9154470851717473,-1.268611133366884
E1_187,viga,C2,CIELO_3,-2.6896806049324646,-0.561874608463292,-0.9555169180810259,0.2188593415931299,-1.478878944065134,-0.16416911821450897,2.6896806049324646,0.561874608463292,0.9555169180810259,-0.2188593415931299,3.9154470851717473,-1.268611133366884
E1_187,viga,C3,CIELO_3,-2.6896806049324646,-0.561874608463292,-0.9555169180810259,0.2188593415931299,-1.478878944065134,-0.16416911821450897,2.6896806049324646,0.561874608463292,0.9555169180810259,-0.2188593415931299,3.9154470851717473,-1.268611133366884
E1_188,viga,C1,CIELO_3,-0.15970157953086603,-0.6801657612826967,-2.925114196034298,-0.2977846343745597,3.5008854597328876,-0.6126261294459805,0.15970157953086603,0.6801657612826967,2.925114196034298,0.2977846343745597,3.6656443205511504,-1.0537799856966283
E1_188,viga,C2,CIELO_3,-0.15970157953086603,-0.6801657612826967,-2.925114196034298,-0.2977846343745597,3.5008854597328876,-0.6126261294459805,0.15970157953086603,0.6801657612826967,2.925114196034298,0.2977846343745597,3.6656443205511504,-1.0537799856966283
E1_188,viga,C3,CIELO_3,-0.15970157953086603,-0.6801657612826967,-2.925114196034298,-0.2977846343745597,3.5008854597328876,-0.6126261294459805,0.15970157953086603,0.6801657612826967,2.925114196034298,0.2977846343745597,3.6656443205511504,-1.0537799856966283
E1_189,viga,C1,CIELO_3,-1.5345685409482193,-0.06110422164279483,4.779375859434742,0.44247650676913836,-8.42828354773669,0.5954580208437926,1.5345685409482193,0.06110422164279483,-4.779375859434742,-0.44247650676913836,-3.759124893821888,-0.7512737860329193
E1_189,viga,C2,CIELO_3,-1.5345685409482193,-0.06110422164279483,4.779375859434742,0.44247650676913836,-8.42828354773669,0.5954580208437926,1.5345685409482193,0.06110422164279483,-4.779375859434742,-0.44247650676913836,-3.759124893821888,-0.7512737860329193
E1_189,viga,C3,CIELO_3,-1.5345685409482193,-0.06110422164279483,4.779375859434742,0.44247650676913836,-8.42828354773669,0.5954580208437926,1.5345685409482193,0.06110422164279483,-4.779375859434742,-0.44247650676913836,-3.759124893821888,-0.7512737860329193
E1_19,viga,C1,CIELO_1,3.643505903639971,-0.7262068361711733,93.16776971536042,19.9046844350424,-262.94712300852393,-4.1528558878730735,-3.643505903639971,0.7262068361711733,-93.16776971536042,-19.9046844350424,-202.89172556827816,0.5218217070172071
E1_19,viga,C2,CIELO_1,3.643505903639971,-0.7262068361711733,93.16776971536042,19.9046844350424,-262.94712300852393,-4.1528558878730735,-3.643505903639971,0.7262068361711733,-93.16776971536042,-19.9046844350424,-202.89172556827816,0.5218217070172071
E1_19,viga,C3,CIELO_1,3.643505903639971,-0.7262068361711733,93.16776971536042,19.9046844350424,-262.94712300852393,-4.1528558878730735,-3.643505903639971,0.7262068361711733,-93.16776971536042,-19.9046844350424,-202.89172556827816,0.5218217070172071
E1_190,viga,C1,CIELO_3,-0.8039985065338746,-0.4864006718989968,-0.40114816538843556,-0.5465888675220127,1.604792353739359,-0.4690102917283189,0.8039985065338746,0.4864006718989968,0.40114816538843556,0.5465888675220127,-0.6219793485376905,-0.7226713544242245
